2025-06-18 16:58:19: Row 826: Invalid voltages: 1.8399, -0.0027
2025-06-18 16:58:19: Row 827: Invalid voltages: 1.8398, -0.0027
2025-06-18 16:58:19: Row 828: Invalid voltages: 1.8399, -0.0027
2025-06-18 16:58:19: Row 829: Invalid voltages: 1.8398, -0.0026
2025-06-18 16:58:19: Row 830: Invalid voltages: 1.8398, -0.0027
2025-06-18 16:58:19: Row 831: Invalid voltages: 1.8398, -0.0027
2025-06-18 16:58:19: Row 832: Invalid voltages: 1.8399, -0.0026
2025-06-18 16:58:19: Row 833: Invalid voltages: 1.8398, -0.0027
2025-06-18 16:58:19: Row 834: Invalid voltages: 1.8398, -0.0026
2025-06-18 16:58:19: Row 835: Invalid voltages: 1.8398, -0.0027
2025-06-18 16:58:19: Row 836: Invalid voltages: 1.8398, -0.0027
2025-06-18 16:58:19: Row 837: Invalid voltages: 1.8398, -0.0027
2025-06-18 16:58:19: Row 838: Invalid voltages: 1.8398, -0.0027
2025-06-18 16:58:19: Row 839: Invalid voltages: 1.8381, -0.0027
2025-06-18 16:58:19: Row 840: Invalid voltages: 1.8398, -0.0027
2025-06-18 16:58:19: Row 841: Invalid voltages: 1.8397, -0.0026
2025-06-18 16:58:19: Row 842: Invalid voltages: 1.8396, -0.0027
2025-06-18 16:58:19: Row 843: Invalid voltages: 1.8396, -0.0027
2025-06-18 16:58:19: Row 844: Invalid voltages: 1.8396, -0.0027
2025-06-18 16:58:19: Row 845: Invalid voltages: 1.8396, -0.0028
2025-06-18 16:58:19: Row 846: Invalid voltages: 1.8396, -0.0026
2025-06-18 16:58:19: Row 847: Invalid voltages: 1.8396, -0.0027
2025-06-18 16:58:19: Row 848: Invalid voltages: 1.8396, -0.0026
2025-06-18 16:58:19: Row 849: Invalid voltages: 1.8396, -0.0027
2025-06-18 16:58:19: Row 850: Invalid voltages: 1.8395, -0.0027
2025-06-18 16:58:19: Row 851: Invalid voltages: 1.8396, -0.0027
2025-06-18 16:58:19: Row 852: Invalid voltages: 1.8379, -0.0027
2025-06-18 16:58:19: Row 853: Invalid voltages: 1.8395, -0.0027
2025-06-18 16:58:19: Row 854: Invalid voltages: 1.8396, -0.0027
2025-06-18 16:58:19: Row 855: Invalid voltages: 1.8394, -0.0027
2025-06-18 16:58:19: Row 856: Invalid voltages: 1.8395, -0.0026
2025-06-18 16:58:19: Row 857: Invalid voltages: 1.8394, -0.0027
2025-06-18 16:58:19: Row 858: Invalid voltages: 1.8394, -0.0027
